time(day),S,I,R 
269,6624.287599224957,440.1748432971116,2935.5375574779296
270,6595.129151665519,437.8922306210421,2966.9786177134374
271,6566.249593510953,435.49377230267726,2998.256634186369
272,6537.653985457363,432.9826823346475,3029.3633322079886
273,6509.347075869372,430.36225747016397,3060.2906666604636
274,6481.333302847092,427.6358692445747,3091.0308279083324
275,6453.6167968388245,424.8069560210876,3121.5762471400876
276,6426.201383770908,421.879015087498,3151.919601141594
277,6399.090588665516,418.85559482949714,3182.0538165049866
278,6372.287639716683,415.74028700479494,3211.972073278522
279,6345.7954727945535,412.5367191408674,3241.667808064579
280,6319.616736347697,409.2485470776618,3271.1347165746406
281,6293.753796673317,405.8794476750656,3300.3667556516166
282,6268.208743525351,402.4331117033842,3329.358144771264
283,6242.983396030718,398.91323693348943,3358.1033670357915
284,6218.079308884391,395.3235214417095,3386.597169673898
285,6193.497778794471,391.66765714293604,3414.8345640625917
286,6169.239851149066,387.9493235638447,3442.810825287087
287,6145.306326877502,384.1721818665626,3470.521491255933
288,6121.697769479153,380.3398691315859,3497.962361389259
289,6098.414512194085,376.4559929072551,3525.129494898658
290,6075.456665290604,372.52412603164584,3552.0192086777474
291,6052.824123445799,368.5478017313335,3578.628074822865
292,6030.516573196176,364.5305090001473,3604.9529178036746
293,6008.533500436566,360.475688259747,3630.990811303685
294,5986.87419794655,356.3867273026384,3656.73907475081
295,5965.537772924763,352.2669575170949,3682.1952695581413
296,5944.523154512548,348.11965039237464,3707.357195095077
297,5923.829101289565,343.94801430161647,3732.2228844088177
298,5903.454208725058,339.7551915588649,3756.790599716076
299,5883.396916569614,335.54425574581825,3781.0588276845665
300,5863.655516173339,331.31820930310715,3805.0262745235536
301,5844.22815771745,327.0799813802022,3828.691860902347
302,5825.112857347372,322.83242593740937,3852.0547167152185
303,5806.307504196405,318.57832009284664,3875.114175710748
304,5787.809867290111,314.32036270679424,3897.8697700030943
305,5769.617602322464,310.0611731953834,3920.321224482151
306,5751.728258295816,305.8032905652187,3942.468451138964
307,5734.139284017578,301.54917266022693,3964.311543322194
308,5716.848034447437,297.30119561177935,3985.850769940782
309,5699.851776889716,293.06165348294445,4007.0865696273377
310,5683.147697026287,288.83275809759266,4028.019544876119
311,5666.732904786206,284.6166390449883,4048.6504561688043
312,5650.604440048947,280.41534385046236,4068.980216100589
313,5634.759278178754,276.23083830276494,4089.0098835184795
314,5619.194335388298,272.0650069287377,4108.740657682963
315,5603.906473930385,267.91965360602705,4128.173872463587
316,5588.892507117025,263.79650230467087,4147.310990578303
317,5574.149204165683,259.69719794853694,4166.153597885779
318,5559.673294872994,255.62330738775893,4184.703397739246
319,5545.461474116686,251.57632047351305,4202.9622054098
320,5531.510406186827,247.55765122669257,4220.93194258648
321,5517.816728947911,243.56863909227357,4238.614631959815
322,5504.377057833606,239.61055027141538,4256.012391894977
323,5491.187989676318,235.68457912360293,4273.127431200078
324,5478.246106373963,231.79184963141432,4289.962043994621
325,5465.5479783966375,227.93341692078133,4306.518604682579
326,5453.090168136034,224.1102688299011,4322.799563034064
327,5440.869233100687,220.32332752025474,4338.807439379057
328,5428.881728960294,216.57345112348688,4354.544819916217
329,5417.1242124424725,212.8614354182024,4370.014352139324
330,5405.59324408548,209.18801553103714,4385.218740383481
331,5394.2853908504985,205.55386765665955,4400.160741492841
332,5383.197228597167,201.95961079165806,4414.843160611174
333,5372.3253444261445,198.4058084775618,4429.268847096293
334,5361.666338892491,194.89297054853245,4443.440690558976
335,5351.216828093722,191.42155487954847,4457.361617026728
336,5340.973445636409,187.9919691311795,4471.03458523241
337,5330.932844485184,184.60457248732055,4484.4625830274945
338,5321.091698698036,181.2596773825171,4497.6486239194455
339,5311.446705051749,177.95755121576812,4510.595743732482
340,5301.994584561308,174.69841804793967,4523.306997390751
341,5292.732083897093,171.48246028016,4535.785455822747
342,5283.655976703589,168.30982031079557,4548.034202985616
343,5274.763064823358,165.1806021688263,4560.056333007815
344,5266.050179429904,162.09487312164993,4571.854947448445
345,5257.514182073035,159.05266525554427,4583.43315267142
346,5249.15196564026,156.05397702720936,4594.79405733253
347,5240.960455237676,153.09877478499226,4605.940769977331
348,5232.936608993741,150.1869942585705,4616.876396747688
349,5225.0774187892375,147.31854201603383,4627.604039194729
350,5217.379910916668,144.4932968874579,4638.126792195874
351,5209.841146672241,141.71111135420972,4648.4477419735495
352,5202.4582228835025,138.97181290336144,4658.569964213136
353,5195.228272375622,136.27520534671683,4668.496522277662
354,5188.148464379211,133.6210701040762,4678.230465516713
355,5181.216004882519,131.00916745047675,4687.774827667004
356,5174.428136930712,128.43923772725014,4697.1326253420375
357,5167.782140874894,125.91100251683615,4706.306856608269
358,5161.275334573433,123.42416578138088,4715.300499645186
359,5154.905073548055,120.97841496523111,4724.1165114867135
360,5148.668751097114,118.57342206151246,4732.757826841373
361,5142.563798368326,116.20884464304915,4741.227356988624
362,5136.587684393211,113.88432685794689,4749.527988748841
363,5130.737916085372,111.59950039021867,4757.6625835244095
364,5125.012038204689,109.35398538588584,4765.6339764094255
365,5119.407633289406,107.14739134503438,4773.44497536556
366,5113.922321558018,104.97931798034865,4781.098360461634
367,5108.553760782801,102.84935604268303,4788.596883174516
368,5103.299646136742,100.75708811426504,4795.943265748993
369,5098.157710015549,98.70208937015337,4803.140200614298
370,5093.125721836378,96.68392830859904,4810.190349855024
371,5088.201487814811,94.7021674509805,4817.096344734209
372,5083.382850721578,92.75636401200127,4823.860785266422
373,5078.667689620439,90.84607054085443,4830.486239838708
374,5074.05391958859,88.97083553407013,4836.97524487734
375,5069.539491420883,87.13020402077234,4843.330304558344
376,5065.122391319094,85.32371812107723,4849.553890559828
377,5060.800640567438,83.55091757837124,4855.64844185419
378,5056.572295195431,81.81134026620805,4861.616364538359
379,5052.435445629202,80.10452267056519,4867.460031700231
380,5048.388216332242,78.43000034819882,4873.181783319557
381,5044.428765436594,76.78730836183242,4878.783926201571
382,5040.555284365386,75.1759816929103,4884.2687339417025
383,5036.76599744759,73.59555563264082,4889.638446919767
384,5033.059161525853,72.04556615204682,4894.895272322099
385,5029.433065558164,70.52555025173223,4900.041384190103
386,5025.886030214137,69.03504629206454,4905.078923493797
387,5022.416407466591,67.5735943044618,4910.009998228945
388,5019.022580179129,66.14073628446245,4914.836683536407
389,5015.7029616903155,64.73601646724332,4919.56102184244
390,5012.4559953950875,63.3589815862395,4924.185023018672
391,5009.280154323947,62.00918111550598,4928.710664560546
392,5006.173940720469,60.68616749644768,4933.139891783082
393,5003.135885617639,59.38949634953056,4937.474618032828
394,5000.164548413489,58.118726671572176,4941.716724914938
395,4997.258516446467,56.87342101919545,4945.868062534336
396,4994.416404570991,55.65314567901483,4949.9304497499925
397,4991.636854733539,54.457470825109134,4953.905674441351
398,4988.918535549677,53.285970664320395,4957.795493786001
399,4986.260141882357,52.13822356990307,4961.601634547738
400,4983.660394421805,51.01381220403301,4965.32579337416
401,4981.118039267308,49.91232362967062,4968.9696371030195
402,4978.631847511173,48.83334941225772,4972.534803076567
403,4976.200614825128,47.77648571171295,4976.022899463157
404,4973.8231610493995,46.74133336517584,4979.435505585422
405,4971.498329784699,45.72749796093514,4982.774172254363
406,4969.224987987319,44.734589903962856,4986.040422108716
407,4967.002025567537,43.76222447346117,4989.235749958999
408,4964.828354991507,42.8100218728156,4992.361623135675
409,4962.702910886787,41.877607272334096,4995.419481840876
410,4960.624649651673,40.96461084513838,4998.410739503185
411,4958.592549068456,40.0706677965606,5001.336783134981
412,4956.605607920734,39.195418387385644,5004.198973691878
413,4954.6628456148965,38.33850795126668,5006.9986464338335
414,4952.763301805872,37.4995869066293,5009.737111287495
415,4950.906036027232,36.678310763367534,5012.4156532093975
416,4949.090127325736,35.87434012462339,5015.035532549638
417,4947.314673900385,35.087340683929845,5017.597985415683
418,4945.578792746048,34.316983217986625,5020.104224035964
419,4943.881619301709,33.56294357532654,5022.555437122963
420,4942.222307103392,32.82490266112039,5024.952790235486
421,4940.600027441789,32.10254641835751,5027.297426139851
422,4939.013969024634,31.395565805629722,5029.590465169734
423,4937.46333764384,30.703656771736256,5031.833005584422
424,4935.947355847419,30.02652022731843,5034.02612392526
425,4934.465262616206,29.363862013723285,5036.170875370069
426,4933.016313045377,28.71539286928707,5038.268294085335
427,4931.59977803078,28.080828393220706,5040.319393575998
428,4930.214943960071,27.45988900727136,5042.325167032657
429,4928.861112408639,26.852299915326178,5044.286587676033
430,4927.537599840325,26.257791061116727,5046.204609098557
431,4926.243737312901,25.676097084175286,5048.0801656029225
432,4924.978870188306,25.1069572741869,5049.914172537507
433,4923.7423578476055,24.550115523874464,5051.70752662852
434,4922.533573410656,24.005320280547245,5053.461106308797
435,4921.351903460441,23.472324496437135,5055.1757720431215
436,4920.196747772049,22.95088557794059,5056.85236665001
437,4919.067519046258,22.440765333878407,5058.491715619863
438,4917.963642647694,21.94172992287987,5060.094627429426
439,4916.884556347519,21.453549799992203,5061.661893852489
440,4915.829710070615,20.975999662611187,5063.194290266774
441,4914.798565647216,20.508858395823626,5064.69257595696
442,4913.790596568947,20.05190901724764,5066.157494413805
443,4912.805287749225,19.60493862145203,5067.589773629323
444,4911.8421352879695,19.16773832403157,5068.990126387998
445,4910.900646240588,18.74010320541084,5070.359250554001
446,4909.980338391167,18.321832254445024,5071.697829354387
447,4909.080740029841,17.912728311882354,5073.006531658276
448,4908.201389734269,17.51259801374896,5074.286012251981
449,4907.341836155179,17.12125173471344,5075.536912110107
450,4906.501637805928,16.738503531484945,5076.759858662586
451,4905.680362856012,16.36417108629539,5077.955466057692
452,4904.877588928487,15.998075650513131,5079.124335420999
453,4904.092902901245,15.64004198843261,5080.267055110322
454,4903.32590071208,15.289898321281495,5081.384200966639
455,4902.5761871674995,14.947476271484181,5082.476336561016
456,4901.843375755231,14.612610807217893,5083.54401343755
457,4901.127088460353,14.285140187295118,5084.587771352351
458,4900.426955585009,13.964905906403809,5085.608138508587
459,4899.742615571649,13.651752640734461,5086.605631787616
460,4899.0737148297385,13.345528194021066,5087.58075697624
461,4898.41990756588,13.046083444020898,5088.534008990098
462,4897.7808556173,12.753272289456124,5089.465872093243
463,4897.1562282886425,12.466951597438415,5090.376820113918
464,4896.545702192011,12.186981151395928,5091.267316656593
465,4895.948961090216,11.913223599520418,5092.137815310264
466,4895.365695743162,11.645544403750606,5092.988759853087
467,4894.7956037573385,11.38381178930645,5093.820584453355
468,4894.238389438336,11.127896694787543,5094.633713866877
469,4893.693763646363,10.877672722847478,5095.42856363079
470,4893.161443654695,10.633016091454792,5096.205540253851
471,4892.641153011011,10.39380558574983,5096.96504140324
472,4892.132621401558,10.159922510505766,5097.707456087936
473,4891.635584518112,9.931250643200926,5098.433164838687
474,4891.149783927662,9.707676187708502,5099.1425398846295
475,4890.674966944782,9.489087728608824,5099.835945326608
476,4890.2108865066475,9.275376186128408,5100.513737307223
477,4889.757301050629,9.066434771709162,5101.17626417766
478,4889.313974394435,8.862158944210293,5101.823866661354
479,4888.880675618742,8.662446366744735,5102.456878014512
480,4888.457178952282,8.46719686415116,5103.075624183565
481,4888.0432636593205,8.276312381101985,5103.680423959576
482,4887.638713929497,8.089696940847128,5104.271589129655
483,4887.243318769976,7.907256604592749,5104.8494246254295
484,4886.85687189987,7.7288994315135096,5105.414228668615
485,4886.479171646879,7.554535439396551,5105.966292913723
486,4886.1100208461185,7.384076565914735,5106.5059025879655
487,4885.749226741084,7.217436630526364,5107.033336628388
488,4885.396600886718,7.054531296998094,5107.548867816282
489,4885.051959054526,6.895278036547407,5108.052762908925
490,4884.7151211397195,6.739596091600636,5108.545282768678
491,4884.38591107033,6.5874064401621775,5109.026682489506
492,4884.064156718261,6.438631760790243,5109.497211520947
493,4883.749689812249,6.293196398174203,5109.957113789575
494,4883.4423458526735,6.151026329308297,5110.406627818015
495,4883.141964028204,6.012049130256265,5110.8459868415375
496,4882.848387134226,5.87619394350121,5111.275418922271
497,4882.561461493031,5.743391445874823,5111.695147061092
498,4882.281036875712,5.613573817059879,5112.105389307226
499,4882.006966425751,5.486674708659794,5112.506358865588
500,4881.7391065842485,5.362629213828843,5112.89826420192
501,4881.4773170167755,5.241373837456519,5113.281309145765
502,4881.2214605418,5.122846466899402,5113.655692991298
503,4880.971403060667,5.006986343253773,5114.021610596076
504,4880.727013489098,4.8937340331621595,5114.379252477737
505,4880.488163690173,4.783031401146861,5114.728804908677
506,4880.254728408774,4.674821582463499,5115.0704500087595
507,4880.026585207451,4.569048956467527,5115.404365836078
508,4879.803614403684,4.465659120486605,5115.730726475826
509,4879.585699008516,4.36459886419173,5116.049702127289
510,4879.372724666519,4.2658161444599365,5116.361459189016
511,4879.164579597083,4.169260060721426,5116.666160342192
512,4878.961154536969,4.074880830783902,5116.963964632243
513,4878.762342684141,3.982629767126958,5117.255027548727
514,4878.568039642814,3.892459253659294,5117.5395011035225
515,4878.3781433697095,3.8043227229316288,5117.817533907355
516,4878.1925541214905,3.7181746337981134,5118.089271244708
517,4878.011174403356,3.6339704495191363,5118.354855147121
518,4877.833908918754,3.5516666162984,5118.614424464944
519,4877.660664520213,3.4712205422472078,5118.868114937537
520,4877.491350161245,3.392590576768916,5119.1160592619835
521,4877.325876849316,3.3157359903565684,5119.358387160324
522,4877.16415759985,3.2406169547967663,5119.59522544535
523,4877.006107391246,3.1671945237728774,5119.826698084978
524,4876.851643120888,3.0954306138607506,5120.052926265247
525,4876.700683562134,3.0252879859101465,5120.274028451951
526,4876.553149322245,2.956730226805168,5120.490120450945
527,4876.4089628012525,2.889721731597029,5120.701315467146
528,4876.268048151733,2.8242276860025686,5120.90772416226
529,4876.130331239473,2.7602140492619833,5121.10945471126
530,4875.9957396050095,2.6976475373493245,5121.306612857636
